site,year,j_date,n_species,n_butts,n_monarch,hours
"Abilene, TX._-99.73_32.43",2003,156,36,162,0,6.5
"ACAS, MD._-77.1931_39.4234",1996,187,22,614,3,4.5
"ACAS, MD._-77.1931_39.4234",1997,187,23,677,2,5.67
"ACAS, MD._-77.1931_39.4234",1998,186,29,1910,1,4.5
"ACAS, MD._-77.1931_39.4234",1999,184,27,815,1,5.5
"ACAS, MD._-77.1931_39.4234",2000,190,28,493,1,4
"ACAS, MD._-77.1931_39.4234",2001,188,37,566,2,8
"ACAS, MD._-77.1931_39.4234",2002,194,28,1248,0,10.5
"ACAS, MD._-77.1931_39.4234",2003,187,24,1172,3,9.5
"ACAS, MD._-77.1931_39.4234",2004,187,38,1086,2,8.5
"ACAS, MD._-77.1931_39.4234",2005,191,35,904,3,8.5
"ACAS, MD._-77.1931_39.4234",2006,189,31,1235,13,8
"ACAS, MD._-77.1931_39.4234",2007,181,33,1705,3,8.5
"ACAS, MD._-77.1931_39.4234",2008,187,29,1153,4,9
"ACAS, MD._-77.1931_39.4234",2009,184,28,524,3,11
"ACAS, MD._-77.1931_39.4234",2010,184,34,880,2,12.5
"ACAS, MD._-77.1931_39.4234",2011,183,33,708,7,13.5
"ACAS, MD._-77.1931_39.4234",2012,183,30,747,3,12.5
"ACAS, MD._-77.1931_39.4234",2013,181,23,649,0,14
"ACAS, MD._-77.1931_39.4234",2014,180,30,583,2,14.5
"ACAS, MD._-77.1931_39.4234",2015,179,31,722,2,15
"ACAS, MD._-77.1931_39.4234",2016,178,29,905,0,16.5
"ACAS, MD._-77.1931_39.4234",2017,175,34,999,8,11
"ACAS, MD._-77.1931_39.4234",2018,181,29,373,13,17.5
"Adair Tower, AB, Canada._-118.33_59.16",1999,189,16,423,0,4.75
Adams Co._-83.4136_38.7718,1989,182,34,869,9,18
Adams Co._-83.4136_38.7718,1990,181,39,889,6,23.5
Adams Co._-83.4136_38.7718,1991,180,41,1429,27,20
Adams Co._-83.4136_38.7718,1992,193,47,1254,12,26
Adams Co._-83.4136_38.7718,1993,177,47,1114,24,25
Adams Co._-83.4136_38.7718,1994,176,47,1717,7,31.25
Adams Co._-83.4136_38.7718,1995,175,49,868,3,27
Adams Co._-83.4136_38.7718,1996,181,51,1151,15,34.25
Adams Co._-83.4136_38.7718,1997,179,53,2020,42,46.5
Adams Co._-83.4136_38.7718,1998,178,51,1682,5,30.5
Adams Co._-83.4136_38.7718,1999,177,53,1958,7,27.2
Adams Co._-83.4136_38.7718,2000,176,56,2105,6,32.25
Adams Co._-83.4136_38.7718,2001,181,50,984,5,30
Adams Co._-83.4136_38.7718,2002,180,47,925,1,30
Adams Co._-83.4136_38.7718,2003,172,51,1210,21,37
Adams Co._-83.4136_38.7718,2004,180,58,1914,5,38.5
Adams Co._-83.4136_38.7718,2005,176,48,1266,1,36.5
Adams Co._-83.4136_38.7718,2006,175,52,1183,25,42
Adams Co._-83.4136_38.7718,2007,181,46,1691,13,33.5
Adams Co._-83.4136_38.7718,2008,180,51,1519,5,27.5
Adams Co._-83.4136_38.7718,2009,178,48,1065,12,14.5
Adams Co._-83.4136_38.7718,2010,177,50,1798,26,43
Adams Co._-83.4136_38.7718,2011,176,54,1475,15,34.5
Adams Co._-83.4136_38.7718,2012,175,53,1005,8,37.5
Adams Co._-83.4136_38.7718,2013,180,44,851,0,40
Adams Co._-83.4136_38.7718,2014,179,35,356,5,22.5
Adams Co._-83.4136_38.7718,2015,178,38,573,0,26
Adams Co._-83.4136_38.7718,2016,177,46,1054,0,27.5
Adams Co._-83.4136_38.7718,2017,175,51,1014,6,32
Adams Co._-83.4136_38.7718,2018,181,41,642,22,31
"Adams County Preserves, OH._-83.44_38.74",1981,194,37,441,0,19
"Aiken Canyon, CO._-104.5_38.62",1996,195,20,150,0,4
"Airlie Center, VA._-77.7943_38.7566",1995,223,28,481,8,10
"Airlie Center, VA._-77.7943_38.7566",1998,207,28,674,10,7
"Airlie Center, VA._-77.7943_38.7566",2000,205,26,958,0,20.5
"Airlie Center, VA._-77.7943_38.7566",2001,203,32,632,5,18
"Airlie Center, VA._-77.7943_38.7566",2002,202,39,2237,7,22
"Airlie Center, VA._-77.7943_38.7566",2003,207,40,1317,13,20.5
"Airlie Center, VA._-77.7943_38.7566",2009,206,47,2476,26,19
"Airlie Center, VA._-77.7943_38.7566",2010,205,42,1287,49,15.5
"Airlie Center, VA._-77.7943_38.7566",2011,211,43,1025,11,13.5
"Airlie Center, VA._-77.7943_38.7566",2012,207,37,1111,4,14.5
"Airlie Center, VA._-77.7943_38.7566",2013,208,32,2190,6,14.5
"Airlie Center, VA._-77.7943_38.7566",2014,207,40,934,3,16
"Airlie Center, VA._-77.7943_38.7566",2015,206,36,1118,6,16
"Airlie Center, VA._-77.7943_38.7566",2016,220,42,1562,16,18
"Airlie Center, VA._-77.7943_38.7566",2017,211,39,1098,24,19
"Airlie Center, VA._-77.7943_38.7566",2018,209,46,2291,74,31
"Akron, OH._-81.5637_41.0605",2001,185,25,272,0,4
"Akron, OH._-81.5637_41.0605",2002,185,26,444,2,5
"Akron, OH._-81.5637_41.0605",2003,185,31,579,2,9
"Akron, OH._-81.5637_41.0605",2004,186,21,139,0,6
"Akron, OH._-81.5637_41.0605",2005,191,32,481,2,7
"Akron, OH._-81.5637_41.0605",2006,183,21,181,1,7.5
"Akron, OH._-81.5637_41.0605",2007,182,34,838,11,24
"Akron, OH._-81.5637_41.0605",2009,206,19,100,2,8
"Akron, OH._-81.5637_41.0605",2010,170,42,1277,6,8
"Akron, OH._-81.5637_41.0605",2011,169,29,657,0,11.5
"Akron, OH._-81.5637_41.0605",2012,168,44,1363,4,20
"Akron, OH._-81.5637_41.0605",2013,173,33,1336,0,20.5
"Akron, OH._-81.5637_41.0605",2016,170,35,1104,1,13.5
"Akron, OH._-81.5637_41.0605",2017,190,36,799,4,12
"Akron, OH._-81.5637_41.0605",2018,185,36,870,31,11.5
Albemarle Co._-78.5886_38.0441,2011,176,32,291,3,10
Albemarle Co._-78.5886_38.0441,2012,183,30,275,2,7
Albemarle Co._-78.5886_38.0441,2013,160,33,534,3,10
Albemarle Co._-78.5886_38.0441,2014,165,20,217,0,13
Albemarle Co._-78.5886_38.0441,2015,206,35,345,0,10
Albemarle Co._-78.5886_38.0441,2016,205,30,150,1,6
Albemarle Co._-78.5886_38.0441,2017,224,23,126,2,8
Albemarle Co._-78.5886_38.0441,2018,223,26,119,5,8.5
"Albert, NB, Canada._-64.73_45.68",1994,185,22,346,0,10
"Albuquerque, NM._-106.43_35.13",1989,211,13,45,0,3
"Alexandria, LA._-92.467_31.2742",1999,227,32,344,0,6
"Alexandria, LA._-92.467_31.2742",2000,225,30,123,4,7
"Alexandria, LA._-92.467_31.2742",2001,230,24,115,3,6
"Alexandria, LA._-92.467_31.2742",2002,229,24,85,1,7
"Alexandria, LA._-92.467_31.2742",2003,228,21,115,2,7
"Alexandria, LA._-92.467_31.2742",2004,243,14,116,6,6
"Alexandria, LA._-92.467_31.2742",2005,238,25,104,0,4.5
"Alexandria, LA._-92.467_31.2742",2006,189,21,57,2,5.5
"Alexandria, LA._-92.467_31.2742",2007,223,39,372,2,12
"Alexandria, LA._-92.467_31.2742",2008,229,34,202,0,10
"Alexandria, LA._-92.467_31.2742",2009,220,40,453,3,9.5
"Alexandria, LA._-92.467_31.2742",2010,254,46,1136,8,9
"Alexandria, LA._-92.467_31.2742",2011,274,43,570,7,13.5
"Alexandria, LA._-92.467_31.2742",2012,273,29,267,3,9.5
"Alexandria, LA._-92.467_31.2742",2013,257,43,364,3,12.5
"Alexandria, LA._-92.467_31.2742",2014,277,37,403,0,12.5
"Alexandria, LA._-92.467_31.2742",2015,255,34,452,2,13
"Alexandria, LA._-92.467_31.2742",2016,276,48,925,0,10
"Alexandria, LA._-92.467_31.2742",2017,274,24,458,0,6
"Alexandria, LA._-92.467_31.2742",2018,210,40,359,5,10.5
"Algonquin East, ON, Canada._-77.9_45.9833",1997,151,19,288,0,24
"Algonquin East, ON, Canada._-77.9_45.9833",1998,159,37,1404,1,27
"Algonquin East, ON, Canada._-77.9_45.9833",1999,156,40,2469,8,32.5
"Algonquin East, ON, Canada._-77.9_45.9833",2000,155,44,1091,3,43
"Algonquin East, ON, Canada._-77.9_45.9833",2002,152,32,429,1,36.5
"Algonquin East, ON, Canada._-77.9_45.9833",2003,158,14,215,0,32.5
"Algonquin East, ON, Canada._-77.9_45.9833",2004,157,37,1563,0,48
"Algonquin East, ON, Canada._-77.9_45.9833",2005,155,27,525,1,23.5
"Algonquin East, ON, Canada._-77.9_45.9833",2006,154,29,557,34,22
"Algonquin East, ON, Canada._-77.9_45.9833",2007,153,36,1180,61,27
"Algonquin East, ON, Canada._-77.9_45.9833",2008,159,40,900,7,35.5
"Algonquin East, ON, Canada._-77.9_45.9833",2009,150,24,303,0,20
"Algonquin East, ON, Canada._-77.9_45.9833",2010,156,12,180,1,22
"Algonquin East, ON, Canada._-77.9_45.9833",2013,152,23,297,0,27.5
"Algonquin East, ON, Canada._-77.9_45.9833",2014,156,21,129,0,20
"Algonquin Park, ON, Canada._-78.4_45.5667",1995,194,28,1089,8,29
"Algonquin Park, ON, Canada._-78.4_45.5667",1996,188,39,2825,5,72.5
"Algonquin Park, ON, Canada._-78.4_45.5667",1997,186,38,1832,156,67
"Algonquin Park, ON, Canada._-78.4_45.5667",1998,186,42,2867,1,60
"Algonquin Park, ON, Canada._-78.4_45.5667",1999,184,49,2180,66,67.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2000,183,47,1006,42,54.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2001,181,46,2306,142,59
"Algonquin Park, ON, Canada._-78.4_45.5667",2002,180,41,1511,11,83.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2003,190,40,2642,52,72.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2005,187,42,2072,25,90.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2006,186,35,2215,189,49
"Algonquin Park, ON, Canada._-78.4_45.5667",2008,184,48,1191,69,46.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2009,189,30,692,12,58
"Algonquin Park, ON, Canada._-78.4_45.5667",2010,188,33,668,109,39.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2011,187,23,368,13,27.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2012,186,37,752,72,37
"Algonquin Park, ON, Canada._-78.4_45.5667",2013,183,29,438,2,37.5
"Algonquin Park, ON, Canada._-78.4_45.5667",2014,182,33,803,5,31
"Allaire, NJ._-74.19_40.235",2006,183,38,876,68,13
"Allaire, NJ._-74.19_40.235",2007,183,34,1314,48,14
"Allaire, NJ._-74.19_40.235",2008,188,34,1108,86,19
"Allegan, MI._-86.0074_42.5492",2001,203,39,574,32,7
"Allegan, MI._-86.0074_42.5492",2004,188,40,478,2,6.5
"Allegan, MI._-86.0074_42.5492",2005,186,39,1915,15,11.75
"Allegan, MI._-86.0074_42.5492",2006,180,22,106,1,6
"Allegan, MI._-86.0074_42.5492",2007,179,30,408,9,7
"Allegan, MI._-86.0074_42.5492",2008,181,30,148,0,7.5
"Allegan, MI._-86.0074_42.5492",2009,177,25,130,3,8
"Allegan, MI._-86.0074_42.5492",2010,184,32,604,4,8
"Allegan, MI._-86.0074_42.5492",2011,184,32,335,2,8.5
"Allegan, MI._-86.0074_42.5492",2012,182,38,509,7,7.5
"Allegan, MI._-86.0074_42.5492",2013,172,25,191,2,7.5
"Allegan, MI._-86.0074_42.5492",2014,178,24,219,3,8.5
"Allegan, MI._-86.0074_42.5492",2015,186,30,894,0,8
"Allegan, MI._-86.0074_42.5492",2016,171,25,285,0,8.5
"Allegan, MI._-86.0074_42.5492",2017,182,29,318,11,8
"Allegan, MI._-86.0074_42.5492",2018,181,32,312,6,8
"Allegany State Park, NY._-78.72_42.1",2004,183,28,316,2,8.5
Allen Acres Natural Area_-93.0846_30.8661,2012,127,19,130,1,9
Allen Acres Natural Area_-93.0846_30.8661,2012,294,22,168,3,7
Allen Acres Natural Area_-93.0846_30.8661,2013,146,10,33,0,10
Allen Acres Natural Area_-93.0846_30.8661,2013,278,14,91,0,8
Allen Acres Natural Area_-93.0846_30.8661,2015,206,28,189,0,7
Allen Acres Natural Area_-93.0846_30.8661,2017,210,24,170,0,15
Allen Acres Natural Area_-93.0846_30.8661,2017,274,27,256,0,11
Allen Acres Natural Area_-93.0846_30.8661,2018,211,38,294,1,8
Allen Co._-85.0833_41.2167,1996,209,22,440,21,13
Allen Co._-85.0833_41.2167,1997,207,15,99,7,4.5
Allen Co._-85.0833_41.2167,1998,220,20,167,5,10
Allen Co._-85.0833_41.2167,2000,218,14,39,1,4
Allen Co._-85.0833_41.2167,2001,195,13,30,2,6
Allen Co._-85.0833_41.2167,2002,201,8,25,1,7.5
Allen Co._-85.0833_41.2167,2003,200,15,30,2,4
Allen Co._-85.0833_41.2167,2004,199,10,24,1,3
Allen Co._-85.0833_41.2167,2005,225,8,45,1,3
Allen Co._-85.0833_41.2167,2007,223,8,61,9,6
Allen Co._-85.0833_41.2167,2008,222,16,80,6,6
Allen Co._-85.0833_41.2167,2009,220,8,24,6,4
"Alva, FL._-81.6726_26.7153",1995,197,33,500,3,5.5
"Alva, FL._-81.6726_26.7153",1996,196,33,330,1,6
"Alva, FL._-81.6726_26.7153",1997,180,31,276,0,7
"Alva, FL._-81.6726_26.7153",1998,200,42,1071,1,4
"Alva, FL._-81.6726_26.7153",1999,199,37,284,1,5
"Alva, FL._-81.6726_26.7153",2000,177,24,352,0,5
"Alva, FL._-81.6726_26.7153",2001,181,32,336,0,5
"Alva, FL._-81.6726_26.7153",2002,174,29,297,0,7
"Alva, FL._-81.6726_26.7153",2003,166,37,1325,0,9
"Alva, FL._-81.6726_26.7153",2004,172,32,1477,0,7
"Alva, FL._-81.6726_26.7153",2005,211,32,720,2,4
"Alva, FL._-81.6726_26.7153",2006,231,40,705,1,6.5
"Alva, FL._-81.6726_26.7153",2007,173,39,1991,0,9
"Alva, FL._-81.6726_26.7153",2008,208,31,261,1,8
"Alva, FL._-81.6726_26.7153",2009,210,27,664,1,6
"Alva, FL._-81.6726_26.7153",2010,206,24,347,2,8
"Alva, FL._-81.6726_26.7153",2011,190,29,295,1,9
"Alva, FL._-81.6726_26.7153",2012,210,23,204,0,8
"Alva, FL._-81.6726_26.7153",2013,201,40,506,1,7
"Alva, FL._-81.6726_26.7153",2014,186,34,865,5,8
"Alva, FL._-81.6726_26.7153",2015,184,36,344,2,7
"Alva, FL._-81.6726_26.7153",2016,205,27,192,2,7
"Alva, FL._-81.6726_26.7153",2017,182,20,124,3,7
"Alva, FL._-81.6726_26.7153",2018,201,23,169,6,6
"Ames, IA._-93.58_42.13",1991,194,16,247,20,11.5
"Ames, IA._-93.58_42.13",1992,193,24,202,73,8
"Ames, IA._-93.58_42.13",1993,198,18,135,36,5.5
"Ames, IA._-93.58_42.13",1994,190,16,267,33,5.2
"Amherst, WI._-89.42_44.33",1992,201,22,336,17,7.75
Anahuac National Wildlife Refuge_-94.5155_29.595,2008,187,28,378,3,6
"Anchorage, AK._-149.7773_61.1642",1999,189,4,13,0,4.6
"Anchorage, AK._-149.7773_61.1642",2000,175,11,85,0,7
"Anchorage, AK._-149.7773_61.1642",2001,177,10,218,0,7
"Anchorage, AK._-149.7773_61.1642",2004,173,9,41,0,8
"Anchorage, AK._-149.7773_61.1642",2005,172,19,106,0,8
"Anchorage, AK._-149.7773_61.1642",2006,198,7,11,0,6
"Anchorage, AK._-149.7773_61.1642",2007,170,7,68,0,6
"Anchorage, AK._-149.7773_61.1642",2009,183,6,21,0,6
"Anchorage, AK._-149.7773_61.1642",2010,190,11,66,0,6
"Anchorage, AK._-149.7773_61.1642",2011,181,9,29,0,6
"Anchorage, AK._-149.7773_61.1642",2012,174,9,79,0,6
"Anchorage, AK._-149.7773_61.1642",2013,176,9,30,0,6.5
"Anchorage, AK._-149.7773_61.1642",2014,184,12,38,0,7.5
"Anchorage, AK._-149.7773_61.1642",2015,201,5,29,0,7
"Anchorage, AK._-149.7773_61.1642",2016,180,3,12,0,6
"Anchorage, AK._-149.7773_61.1642",2017,195,7,24,0,6
"Anchorage, AK._-149.7773_61.1642",2018,177,5,16,0,6
"Andover, MA._-71.13_42.65",2001,188,15,172,0,5
"Angelina National Forest, TX._-94.6667_31.25",2002,184,20,52,0,5
"Angelina National Forest, TX._-94.6667_31.25",2004,207,33,341,0,6.15
"Angelina National Forest, TX._-94.6667_31.25",2005,100,36,560,3,7.5
"Angelina National Forest, TX._-94.6667_31.25",2006,92,43,644,21,8
"Angelina National Forest, TX._-94.6667_31.25",2007,91,36,533,16,10
"Angelina National Forest, TX._-94.6667_31.25",2008,90,28,619,3,9
"Angelina National Forest, TX._-94.6667_31.25",2009,88,33,610,23,12
"Ann Arbor City, MI._-83.7066_42.2805",1999,192,47,863,16,32
"Ann Arbor City, MI._-83.7066_42.2805",2000,184,45,1121,5,25
"Ann Arbor City, MI._-83.7066_42.2805",2001,182,44,971,6,19
"Ann Arbor City, MI._-83.7066_42.2805",2002,188,35,526,0,14.5
"Ann Arbor City, MI._-83.7066_42.2805",2003,187,35,891,17,11.5
"Ann Arbor City, MI._-83.7066_42.2805",2004,193,38,646,5,28
"Ann Arbor City, MI._-83.7066_42.2805",2005,185,47,1247,2,46
"Ann Arbor City, MI._-83.7066_42.2805",2007,185,44,808,16,18
"Ann Arbor City, MI._-83.7066_42.2805",2009,185,41,923,12,18
"Ann Arbor City, MI._-83.7066_42.2805",2010,186,47,747,22,20
"Ann Arbor City, MI._-83.7066_42.2805",2011,185,43,988,11,32
"Ann Arbor City, MI._-83.7066_42.2805",2012,189,39,638,6,15
"Ann Arbor City, MI._-83.7066_42.2805",2013,187,42,1066,0,24.5
"Ann Arbor City, MI._-83.7066_42.2805",2014,186,39,594,9,10
"Ann Arbor City, MI._-83.7066_42.2805",2015,186,29,803,2,18.5
"Ann Arbor City, MI._-83.7066_42.2805",2016,191,40,648,6,22
"Ann Arbor City, MI._-83.7066_42.2805",2017,190,41,847,21,30.5
"Ann Arbor City, MI._-83.7066_42.2805",2018,188,42,1043,79,28.5
Annutteliga Hammock_-82.452_28.73,2008,122,37,312,0,10
Annutteliga Hammock_-82.452_28.73,2009,113,32,194,2,7.5
Annutteliga Hammock_-82.452_28.73,2010,118,29,183,0,9
Annutteliga Hammock_-82.452_28.73,2011,115,31,174,0,8
Annutteliga Hammock_-82.452_28.73,2012,100,34,263,0,9.5
Annutteliga Hammock_-82.452_28.73,2013,103,31,227,0,14
Annutteliga Hammock_-82.452_28.73,2014,102,50,507,0,18
Annutteliga Hammock_-82.452_28.73,2015,101,40,332,0,11
Annutteliga Hammock_-82.452_28.73,2016,114,45,389,0,18
Annutteliga Hammock_-82.452_28.73,2017,105,41,405,0,16
Annutteliga Hammock_-82.452_28.73,2018,111,43,337,0,12
"Antioch, NH._-72.27_42.95",1992,192,24,610,11,24
"Anza Borrego Desert State Park, CA._-116.42_33.27",1978,144,31,281,1,3
"Anzalduas-Bentsen, TX._-98.43_26.13",1990,322,38,321,2,4.5
Apalachicola River WEA_-85.0015_29.8283,2014,283,42,2088,1,15
Apalachicola River WEA_-85.0015_29.8283,2015,276,47,1372,37,15
Apalachicola River WEA_-85.0015_29.8283,2016,276,54,5370,5,14.5
Apalachicola River WEA_-85.0015_29.8283,2017,274,55,2244,17,14.5
Apalachicola River WEA_-85.0015_29.8283,2018,273,49,3934,12,13
"Aransas National Wildlife Refuge (old), TX._-96.8_28.36",1989,225,30,230,2,3
"Aransas National Wildlife Refuge (old), TX._-96.8_28.36",1990,230,17,79,0,3.75
"Aransas National Wildlife Refuge (old), TX._-96.8_28.36",1993,225,14,65,0,4
"Aransas National Wildlife Refuge, TX._-96.87_28.25",1997,193,38,1133,3,22.5
"Aransas National Wildlife Refuge, TX._-96.87_28.25",1998,178,47,884,0,16.5
"Aransas National Wildlife Refuge, TX._-96.87_28.25",1999,163,52,713,0,22
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2000,162,62,662,3,33
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2001,188,62,1383,0,21
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2002,173,39,354,0,10
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2003,173,40,419,0,12
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2004,199,35,809,0,16
"Aransas National Wildlife Refuge, TX._-96.87_28.25",2005,177,52,1303,0,14
"Archer, FL._-82.3392_29.6667",1996,209,25,203,0,7
"Archer, FL._-82.3392_29.6667",1997,188,29,297,0,8
"Archer, FL._-82.3392_29.6667",1998,173,50,717,2,10
"Archer, FL._-82.3392_29.6667",1999,192,37,555,1,8
"Archer, FL._-82.3392_29.6667",2000,197,50,1662,1,8
"Archer, FL._-82.3392_29.6667",2001,188,55,1157,0,9
"Archer, FL._-82.3392_29.6667",2002,187,49,1357,0,9
"Archer, FL._-82.3392_29.6667",2003,200,51,2976,12,9
"Archer, FL._-82.3392_29.6667",2004,206,43,755,0,8.5
"Archer, FL._-82.3392_29.6667",2005,190,46,3211,7,10
"Archer, FL._-82.3392_29.6667",2006,196,33,203,0,9.5
"Archer, FL._-82.3392_29.6667",2007,202,47,705,0,19
"Archer, FL._-82.3392_29.6667",2008,201,44,891,0,9.5
"Archer, FL._-82.3392_29.6667",2009,156,35,349,1,9
"Archer, FL._-82.3392_29.6667",2009,255,45,1029,1,9
"Archer, FL._-82.3392_29.6667",2010,177,34,394,1,9
"Archer, FL._-82.3392_29.6667",2011,92,33,449,0,9
"Archer, FL._-82.3392_29.6667",2011,197,35,1035,0,9
"Archer, FL._-82.3392_29.6667",2012,189,45,1628,1,9
"Archer, FL._-82.3392_29.6667",2013,186,45,2001,22,10
"Archer, FL._-82.3392_29.6667",2014,200,41,928,6,9
"Archer, FL._-82.3392_29.6667",2015,199,33,275,7,9
"Archer, FL._-82.3392_29.6667",2016,191,33,153,2,9
"Archer, FL._-82.3392_29.6667",2017,189,32,291,3,12
"Archer, FL._-82.3392_29.6667",2018,209,41,523,4,8
"Arkansas City, KS._-97.0385_37.0412",2006,196,27,500,0,7
"Arkansas City, KS._-97.0385_37.0412",2007,195,41,424,4,14
"Arkansas City, KS._-97.0385_37.0412",2008,201,39,370,0,18
"Arkansas City, KS._-97.0385_37.0412",2009,192,39,342,3,14
"Arkansas City, KS._-97.0385_37.0412",2010,191,46,744,3,15.5
"Arkansas City, KS._-97.0385_37.0412",2011,190,32,120,2,12.5
"Arkansas City, KS._-97.0385_37.0412",2012,196,39,251,1,15
"Arkansas City, KS._-97.0385_37.0412",2013,194,44,541,1,14.5
"Arkansas City, KS._-97.0385_37.0412",2014,193,45,531,8,15
"Arkansas City, KS._-97.0385_37.0412",2015,192,31,360,0,12
"Arkansas City, KS._-97.0385_37.0412",2016,191,43,396,3,15.5
"Arkansas City, KS._-97.0385_37.0412",2017,189,37,368,1,15.5
"Arkansas City, KS._-97.0385_37.0412",2018,195,42,491,10,15.5
"Armand Bayou Nature Center, TX._-95.05_29.55",1989,196,34,426,0,21
"Armand Bayou Nature Center, TX._-95.05_29.55",1990,195,27,189,1,16.75
"Arrowhead Marsh, IN._-85.3_41",2006,196,9,22,3,6
Arthurdale_-79.8116_39.4958,2008,209,27,330,24,8.5
Arthurdale_-79.8116_39.4958,2009,200,26,160,8,8.5
Arthurdale_-79.8116_39.4958,2010,198,31,585,16,9.5
Arthurdale_-79.8116_39.4958,2011,190,28,276,6,9
Arthurdale_-79.8116_39.4958,2012,211,31,277,12,9
Arthurdale_-79.8116_39.4958,2013,211,21,163,1,10.5
Arthurdale_-79.8116_39.4958,2014,193,24,174,4,9.5
"Ashe County, NC._-81.45_36.4",1995,196,33,255,2,8
"Ashe County, NC._-81.45_36.4",1996,195,36,489,6,11
"Ashe County, NC._-81.45_36.4",1997,193,33,693,1,11
"Ashe County, NC._-81.45_36.4",1998,192,37,1151,4,8
"Ashe County, NC._-81.45_36.4",1999,191,37,552,3,8
"Ashe County, NC._-81.45_36.4",2002,194,16,113,0,11
"Ashe County, NC._-81.45_36.4",2003,228,22,314,2,8
"Ashe County, NC._-81.45_36.4",2004,192,26,413,3,9
"Asheville, NC._-82.6_35.58",1994,184,15,136,0,5
"Asheville, NC._-82.6_35.58",1995,204,21,89,0,6
Ashland Co._-82.3393_40.7191,2009,184,25,274,9,10
Ashland Co._-82.3393_40.7191,2010,185,42,2007,42,10
Ashland Co._-82.3393_40.7191,2011,184,32,722,4,15.5
Ashland Co._-82.3393_40.7191,2012,183,43,1462,10,20
Ashland Co._-82.3393_40.7191,2013,188,35,1182,0,14
Ashland Co._-82.3393_40.7191,2014,187,38,697,19,9.5
Ashland Co._-82.3393_40.7191,2015,186,43,1566,4,13
Ashland Co._-82.3393_40.7191,2016,185,31,900,0,16.5
Ashland Co._-82.3393_40.7191,2017,183,35,946,1,13.5
Ashland Co._-82.3393_40.7191,2018,182,33,869,20,12.5
"Ashland, OR._-122.6_42.13",1987,186,57,1576,10,16
"Ashland, OR._-122.6_42.13",1988,191,79,2037,6,17.75
"Ashland, OR._-122.6_42.13",1989,182,78,2069,39,25
"Ashland, OR._-122.6_42.13",1990,188,74,1585,13,17
"Ashland, OR._-122.6_42.13",1991,181,76,2887,41,40.5
Ashtabula  Co._-80.7806_41.6433,2013,194,26,1108,1,5
Ashtabula  Co._-80.7806_41.6433,2014,229,23,659,4,11
Ashtabula  Co._-80.7806_41.6433,2015,171,37,2358,2,12
"Atascosa Highlands, AZ._-111.16_31.48",1980,201,42,659,0,26
"Atascosa Highlands, AZ._-111.16_31.48",1982,171,27,1197,0,19
"Atascosa Highlands, AZ._-111.16_31.48",1983,211,68,1553,0,26
"Atascosa Highlands, AZ._-111.16_31.48",1984,218,83,5009,9,41
"Atascosa Highlands, AZ._-111.16_31.48",1985,229,68,3931,2,22
"Atascosa Highlands, AZ._-111.16_31.48",1986,242,69,4263,1,35
"Atascosa Highlands, AZ._-111.16_31.48",1987,234,64,3196,0,35
"Atascosa Highlands, AZ._-111.16_31.48",1988,226,74,2782,2,33.5
"Atascosa Highlands, AZ._-111.16_31.48",1989,232,79,1946,38,56
"Atascosa Highlands, AZ._-111.16_31.48",1990,230,95,8431,34,50
"Atascosa Highlands, AZ._-111.16_31.48",1991,222,67,963,0,43.5
"Atascosa Highlands, AZ._-111.16_31.48",1992,229,98,4460,10,62
"Atascosa Highlands, AZ._-111.16_31.48",1993,226,74,1635,0,45
"Atascosa Highlands, AZ._-111.16_31.48",1994,225,64,3569,6,28
"Atascosa Highlands, AZ._-111.16_31.48",1995,232,76,2569,0,51
"Atascosa Highlands, AZ._-111.16_31.48",1996,231,70,7958,1,42
"Atascosa Highlands, AZ._-111.16_31.48",1997,228,81,5281,17,49
"Atascosa Highlands, AZ._-111.16_31.48",1998,227,88,4065,3,53.5
"Atascosa Highlands, AZ._-111.16_31.48",1999,226,81,3688,4,64
"Atascosa Highlands, AZ._-111.16_31.48",2000,232,75,8694,7,65
"Atascosa Highlands, AZ._-111.16_31.48",2001,230,81,6059,28,56
"Athabasca, AB, Canada._-113.37_54.7",1999,177,21,168,0,8
"Athabasca, AB, Canada._-113.37_54.7",2000,184,15,99,0,10
"Athabasca, AB, Canada._-113.37_54.7",2001,196,31,366,0,15
Athens_-82.1278_39.4053,2012,189,36,255,1,6.5
"Atigun Pass, AK._-149.72_68.1",2004,184,10,34,0,4
"Atmore, AL._-87.5_31.02",1994,163,29,71,2,4
"Attwater, TX._-96.2833_29.6833",1999,211,23,378,1,8
"Attwater, TX._-96.2833_29.6833",2000,179,38,942,1,10
"Attwater, TX._-96.2833_29.6833",2001,177,30,391,0,7
