site,year,j_date,n_species,n_butts,n_monarch,hours
"Riverlands, PA._-76.1369_41.1023",2004,172,29,383,0,8
"Riverlands, PA._-76.1369_41.1023",2005,176,33,714,1,7
"Riverlands, PA._-76.1369_41.1023",2006,200,31,502,33,18
"Riverlands, PA._-76.1369_41.1023",2007,174,28,744,3,11
"Riverlands, PA._-76.1369_41.1023",2008,173,31,767,3,19
"Riverlands, PA._-76.1369_41.1023",2010,170,26,520,2,7
"Riverlands, PA._-76.1369_41.1023",2011,169,25,395,3,6.5
"Riverlands, PA._-76.1369_41.1023",2012,182,28,262,26,6.5
"Riverlands, PA._-76.1369_41.1023",2013,192,26,212,0,5
"Riverlands, PA._-76.1369_41.1023",2014,191,20,70,0,6
"Riverlands, PA._-76.1369_41.1023",2015,191,21,265,0,7
"Riverlands, PA._-76.1369_41.1023",2016,189,23,161,0,6
"Riverlands, PA._-76.1369_41.1023",2017,187,24,139,4,6
"Riverwoods-Shaw Arboretum, MO._-90.65_38.45",1993,191,26,80,2,4.5
"Riviere Harricana (Abitibi), QC, Canada._-78.2_48.37",1992,201,23,700,0,6
Roan Mountain_-82.1105_36.1067,1993,202,21,530,6,6
Roan Mountain_-82.1105_36.1067,1994,186,21,134,1,4.75
Roan Mountain_-82.1105_36.1067,1995,194,26,385,2,5.25
Roan Mountain_-82.1105_36.1067,1996,199,23,645,2,4.5
Roan Mountain_-82.1105_36.1067,1997,200,21,252,5,4.5
Roan Mountain_-82.1105_36.1067,1998,199,24,476,1,4
Roan Mountain_-82.1105_36.1067,1999,198,18,197,0,4
Roan Mountain_-82.1105_36.1067,2000,197,21,379,2,8
Roan Mountain_-82.1105_36.1067,2001,202,28,513,0,23
Roan Mountain_-82.1105_36.1067,2002,208,25,1411,2,13
Roan Mountain_-82.1105_36.1067,2003,200,21,260,4,10
Roan Mountain_-82.1105_36.1067,2004,206,23,373,1,8
Roan Mountain_-82.1105_36.1067,2005,197,18,147,1,11
Roan Mountain_-82.1105_36.1067,2006,196,22,144,6,9
Roan Mountain_-82.1105_36.1067,2007,202,25,368,3,8.5
Roan Mountain_-82.1105_36.1067,2008,201,24,572,6,9
Roan Mountain_-82.1105_36.1067,2009,199,22,118,2,7
Roan Mountain_-82.1105_36.1067,2010,198,28,1336,12,7
Roan Mountain_-82.1105_36.1067,2011,204,20,404,1,5.5
Roan Mountain_-82.1105_36.1067,2012,203,30,952,12,8
Roan Mountain_-82.1105_36.1067,2013,201,25,322,1,6.5
Roan Mountain_-82.1105_36.1067,2014,207,37,764,7,7.5
Roan Mountain_-82.1105_36.1067,2015,199,30,605,3,8
Roan Mountain_-82.1105_36.1067,2016,198,23,589,5,7.5
Roan Mountain_-82.1105_36.1067,2017,196,23,454,15,8
Roan Mountain_-82.1105_36.1067,2018,202,22,948,16,7
"Roanoke, VA._-79.93_37.3",1996,203,40,974,7,16
"Roanoke, VA._-79.93_37.3",1997,201,40,1434,13,21.5
"Roanoke, VA._-79.93_37.3",1998,200,38,1133,1,4.5
"Roanoke, VA._-79.93_37.3",1999,198,36,1274,2,19
"Roanoke, VA._-79.93_37.3",2000,204,36,786,0,15.5
"Roanoke, VA._-79.93_37.3",2001,202,35,859,1,18
"Roanoke, VA._-79.93_37.3",2002,201,30,950,0,15
"Roanoke, VA._-79.93_37.3",2003,200,39,1444,5,29
"Roanoke, VA._-79.93_37.3",2004,199,29,1050,0,11
"Roanoke, VA._-79.93_37.3",2005,197,33,1015,6,17.5
"Roanoke, VA._-79.93_37.3",2006,196,31,794,10,24
"Roanoke, VA._-79.93_37.3",2007,174,35,1133,8,20.5
"Rocanville, SK, Canada._-101.72_50.5",1997,210,27,443,0,10.4
"Rocanville, SK, Canada._-101.72_50.5",1998,182,27,325,0,9.1
"Rocanville, SK, Canada._-101.72_50.5",1999,182,30,131,6,9.2
"Rocanville, SK, Canada._-101.72_50.5",2001,188,23,107,1,5
"Rocanville, SK, Canada._-101.72_50.5",2002,171,23,114,1,7
"Roche Percee, SK, Canada._-102.78_49.12",1997,212,26,611,15,9.9
"Roche Percee, SK, Canada._-102.78_49.12",1998,209,27,866,1,13.3
"Roche Percee, SK, Canada._-102.78_49.12",1999,208,25,754,2,11
"Rochester, MN._-92.4242_44.0323",1999,198,21,453,75,7.7
"Rochester, MN._-92.4242_44.0323",2000,204,28,497,65,12
"Rochester, MN._-92.4242_44.0323",2001,202,33,1021,109,13
"Rochester, MN._-92.4242_44.0323",2002,194,30,642,35,15.3
"Rochester, MN._-92.4242_44.0323",2003,200,32,374,64,9.5
"Rochester, MN._-92.4242_44.0323",2004,199,23,350,11,13.4
"Rochester, MN._-92.4242_44.0323",2005,197,32,496,26,15
"Rochester, MN._-92.4242_44.0323",2006,203,31,461,118,12.5
"Rochester, MN._-92.4242_44.0323",2007,195,44,1231,227,28
"Rochester, MN._-92.4242_44.0323",2008,194,41,737,66,20
"Rochester, MN._-92.4242_44.0323",2009,199,23,199,28,10.5
"Rochester, MN._-92.4242_44.0323",2010,198,32,1022,166,19
"Rochester, MN._-92.4242_44.0323",2011,197,30,1111,90,20
"Rochester, MN._-92.4242_44.0323",2012,196,27,357,40,9.5
"Rochester, MN._-92.4242_44.0323",2013,201,35,475,48,20
"Rochester, MN._-92.4242_44.0323",2014,207,37,457,86,17
"Rochester, MN._-92.4242_44.0323",2015,200,35,529,153,19
"Rochester, MN._-92.4242_44.0323",2016,191,40,586,36,23
"Rochester, MN._-92.4242_44.0323",2017,203,31,778,163,21
"Rochester, MN._-92.4242_44.0323",2018,195,30,733,313,23.5
"Rochester, NY._-77.4975_43.0887",1998,178,39,1270,2,19
"Rochester, NY._-77.4975_43.0887",1999,177,39,703,4,16.5
"Rochester, NY._-77.4975_43.0887",2000,176,34,645,17,15.25
"Rochester, NY._-77.4975_43.0887",2001,175,39,1025,9,16.75
"Rochester, NY._-77.4975_43.0887",2002,180,28,3272,7,14.9
"Rochester, NY._-77.4975_43.0887",2003,173,26,1259,1,15.75
"Rochester, NY._-77.4975_43.0887",2004,178,26,1875,4,9
"Rochester, NY._-77.4975_43.0887",2005,176,35,7769,1,11.3
"Rochester, NY._-77.4975_43.0887",2006,175,31,14279,20,13
"Rochester, NY._-77.4975_43.0887",2007,174,29,695,60,13.5
"Rochester, NY._-77.4975_43.0887",2008,181,34,7572,36,15
"Rochester, NY._-77.4975_43.0887",2009,178,33,4600,7,17.5
"Rochester, NY._-77.4975_43.0887",2010,178,39,2332,31,18.5
"Rochester, NY._-77.4975_43.0887",2011,169,31,1981,32,17
"Rochester, NY._-77.4975_43.0887",2012,175,41,1158,29,17.5
"Rochester, NY._-77.4975_43.0887",2013,174,32,804,1,14.5
"Rochester, NY._-77.4975_43.0887",2014,179,37,1047,2,13
"Rochester, NY._-77.4975_43.0887",2015,181,28,834,2,8
"Rochester, NY._-77.4975_43.0887",2016,177,28,291,2,11
"Rochester, NY._-77.4975_43.0887",2017,174,32,365,15,9.5
"Rochester, NY._-77.4975_43.0887",2018,173,23,232,5,5.5
Rockingham Co._-79.9383_36.4389,2011,219,41,818,7,14
Rockingham Co._-79.9383_36.4389,2012,236,50,1839,38,20
Rockingham Co._-79.9383_36.4389,2013,234,54,3343,16,18
Rockingham Co._-79.9383_36.4389,2014,240,41,857,2,14
Rockingham Co._-79.9383_36.4389,2015,229,46,1438,1,13
Rockingham Co._-79.9383_36.4389,2016,245,38,590,3,7
Rockingham Co._-79.9383_36.4389,2017,227,47,1223,3,7
Rockingham Co._-79.9383_36.4389,2018,239,47,1675,5,9
Rockland Co._-74.0531_41.132,1995,203,37,517,7,7
Rockland Co._-74.0531_41.132,1996,186,34,434,4,8
Rockland Co._-74.0531_41.132,1997,187,43,1293,34,9.5
Rockland Co._-74.0531_41.132,1998,186,42,834,4,9.5
Rockland Co._-74.0531_41.132,1999,192,37,783,1,9
Rockland Co._-74.0531_41.132,2000,199,46,1624,13,16
Rockland Co._-74.0531_41.132,2001,203,45,921,5,19.5
Rockland Co._-74.0531_41.132,2003,180,36,2573,5,11
Rockland Co._-74.0531_41.132,2004,177,41,1726,0,9
Rockland Co._-74.0531_41.132,2006,183,41,800,22,8
Rockland Co._-74.0531_41.132,2007,182,40,2133,6,11
Rockland Co._-74.0531_41.132,2008,197,42,672,19,28
Rockland Co._-74.0531_41.132,2012,183,25,439,20,9
Rockland Co._-74.0531_41.132,2013,187,34,951,5,8
Rockland Co._-74.0531_41.132,2014,194,38,713,2,8
Rockland Co._-74.0531_41.132,2015,184,42,1333,0,18
"Rockport, TX._-97.06_28.07",2002,201,36,330,1,8
"Rockport, TX._-97.06_28.07",2003,192,40,288,0,8
"Rockport, TX._-97.06_28.07",2004,206,43,457,14,7.5
"Rockport, TX._-97.06_28.07",2006,217,39,479,2,7.5
"Rocky Hill, CT._-72.65_41.63",1994,186,33,391,2,8
"Rocky Mountain National Park, CO._-105.62_40.35",1978,185,28,320,2,10
"Rocky Mountain National Park, CO._-105.62_40.35",1979,185,28,330,0,14
"Rocky Mountain National Park, CO._-105.62_40.35",1980,191,42,844,2,10
"Rocky Mountain National Park, CO._-105.62_40.35",1981,192,34,217,0,7
"Rocky Mountain National Park, CO._-105.62_40.35",1982,191,38,239,0,8.5
"Rocky Mountain National Park, CO._-105.62_40.35",1983,187,41,485,0,6
"Rocky Mountain National Park, CO._-105.62_40.35",1984,204,60,1014,1,16.8
"Rocky Mountain National Park, CO._-105.62_40.35",1987,199,19,123,0,7.25
"Rocky Mountain National Park, CO._-105.62_40.35",1988,199,45,202,0,9.75
"Rocky Mountain National Park, CO._-105.62_40.35",1990,195,27,123,0,3.75
"Rocky Mountain National Park, CO._-105.62_40.35",1991,185,41,380,0,8.5
"Rocky Mountain National Park, CO._-105.62_40.35",1993,205,13,71,0,5.5
"Rocky Mountain National Park, CO._-105.62_40.35",1994,190,35,393,0,6.5
"Rocky Mountain National Park, CO._-105.62_40.35",1995,170,17,175,0,5
"Rocky Mountain National Park, CO._-105.62_40.35",1996,182,36,403,0,6
"Rocky Mountain National Park, CO._-105.62_40.35",1997,207,32,316,3,9.5
"Rocky Mountain National Park, CO._-105.62_40.35",1998,199,43,476,0,7.25
"Rocky Mountain National Park, CO._-105.62_40.35",1999,193,28,223,0,6
Rogue River_-85.6113_43.2629,2016,176,33,735,3,8.5
Rogue River_-85.6113_43.2629,2017,189,30,248,8,7.5
Rogue River_-85.6113_43.2629,2018,188,31,293,35,8.5
"Rogue River, MI_-85.6113_43.2629",1988,191,21,154,0,8
"Rogue River, MI_-85.6113_43.2629",1989,189,27,2154,5,9.5
"Rogue River, MI_-85.6113_43.2629",1990,188,28,318,2,8
"Rogue River, MI_-85.6113_43.2629",1991,187,43,776,38,14
"Rogue River, MI_-85.6113_43.2629",1992,200,35,993,9,9
"Rogue River, MI_-85.6113_43.2629",1993,177,18,194,0,7
"Rogue River, MI_-85.6113_43.2629",1994,183,30,695,1,8
"Rogue River, MI_-85.6113_43.2629",1995,175,28,312,0,8
"Rogue River, MI_-85.6113_43.2629",1996,195,29,198,0,8.5
"Rogue River, MI_-85.6113_43.2629",1997,186,34,361,9,10
"Rogue River, MI_-85.6113_43.2629",1998,192,33,370,2,9
"Rogue River, MI_-85.6113_43.2629",1999,191,43,556,7,8
"Rogue River, MI_-85.6113_43.2629",2000,183,33,259,0,9
"Rogue River, MI_-85.6113_43.2629",2001,181,34,500,5,8.75
"Rogue River, MI_-85.6113_43.2629",2002,194,40,995,1,8.25
"Rogue River, MI_-85.6113_43.2629",2003,179,22,115,2,6
"Rogue River, MI_-85.6113_43.2629",2004,192,33,235,6,8.5
"Rogue River, MI_-85.6113_43.2629",2005,190,41,266,4,9.75
"Rogue River, MI_-85.6113_43.2629",2006,182,22,165,7,6.5
"Rogue River, MI_-85.6113_43.2629",2007,181,34,216,9,8
"Rogue River, MI_-85.6113_43.2629",2008,180,34,282,3,8.5
"Rogue River, MI_-85.6113_43.2629",2009,207,22,124,9,7.5
"Rogue River, MI_-85.6113_43.2629",2010,186,28,274,13,7.5
"Rogue River, MI_-85.6113_43.2629",2011,185,34,221,2,8
"Rogue River, MI_-85.6113_43.2629",2012,186,35,218,2,8.5
"Rogue River, MI_-85.6113_43.2629",2013,174,24,214,3,8
"Rogue River, MI_-85.6113_43.2629",2014,186,34,239,1,8.5
"Rogue River, MI_-85.6113_43.2629",2015,193,36,334,4,8.5
"Roland, GA._-84.4157_32.8594",2005,202,42,460,0,15
"Roland, GA._-84.4157_32.8594",2006,177,32,318,0,16
"Roland, GA._-84.4157_32.8594",2007,177,24,224,0,20
"Roland, GA._-84.4157_32.8594",2008,190,41,240,0,24.5
"Roland, GA._-84.4157_32.8594",2009,195,43,484,1,26.5
"Roland, GA._-84.4157_32.8594",2010,195,31,330,0,15
"Roland, GA._-84.4157_32.8594",2011,263,25,1512,0,16
"Roland, GA._-84.4157_32.8594",2012,235,51,1153,2,22
"Roland, GA._-84.4157_32.8594",2013,246,54,1168,1,16
"Roland, GA._-84.4157_32.8594",2014,238,45,932,0,18
"Roland, GA._-84.4157_32.8594",2015,237,53,1400,1,25.5
"Roland, GA._-84.4157_32.8594",2016,242,43,1197,0,15
"Roland, GA._-84.4157_32.8594",2017,226,51,1065,1,14
"Roland, GA._-84.4157_32.8594",2018,240,52,1295,7,16.5
Rondeau Provincial Park_-81.9284_42.3015,2017,190,38,1408,102,27.5
Rondeau Provincial Park_-81.9284_42.3015,2018,189,39,1534,230,32
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",1999,205,50,3252,133,41
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2000,204,39,1882,83,57
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2001,195,41,3002,538,46
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2002,195,38,1673,81,54
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2003,194,42,4614,185,55
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2004,193,47,2605,48,60
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2005,191,40,2899,210,62.5
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2008,195,38,978,116,26.5
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2009,193,38,1169,139,46
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2010,192,47,3084,275,58.5
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2011,191,45,1003,53,40.5
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2012,190,46,4018,182,27
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2013,195,36,1404,24,24
"Rondeau Provincial Park, ON, Canada._-81.9284_42.3015",2015,193,41,1525,24,28
"Rookery Bay, FL._-81.69_26.03",1994,205,39,367,0,6
"Rookery Bay, FL._-81.69_26.03",1995,189,32,168,0,8
"Roosevelt National Forest, CO._-105.3254_40.3652",1997,185,34,140,0,5.5
"Roosevelt National Forest, CO._-105.3254_40.3652",1998,184,44,172,0,5.5
"Roosevelt National Forest, CO._-105.3254_40.3652",1999,186,30,97,1,5
"Roosevelt National Forest, CO._-105.3254_40.3652",2000,188,26,110,0,4
"Roosevelt National Forest, CO._-105.3254_40.3652",2001,180,38,93,0,4
"Roosevelt National Forest, CO._-105.3254_40.3652",2002,179,39,130,0,5.5
"Roosevelt National Forest, CO._-105.3254_40.3652",2003,172,39,131,0,4.5
"Roosevelt National Forest, CO._-105.3254_40.3652",2005,195,29,150,0,4
"Roosevelt National Forest, CO._-105.3254_40.3652",2006,169,33,163,0,5
"Roosevelt National Forest, CO._-105.3254_40.3652",2007,174,28,56,0,3
"Roosevelt National Forest, CO._-105.3254_40.3652",2008,177,31,161,0,6
"Roosevelt National Forest, CO._-105.3254_40.3652",2009,172,18,38,0,6
"Roosevelt National Forest, CO._-105.3254_40.3652",2010,197,28,152,0,6
"Roosevelt National Forest, CO._-105.3254_40.3652",2011,200,23,163,0,6.5
"Roosevelt National Forest, CO._-105.3254_40.3652",2012,163,41,141,0,6
"Roosevelt National Forest, CO._-105.3254_40.3652",2013,191,25,110,0,6
"Roosevelt National Forest, CO._-105.3254_40.3652",2014,196,18,74,0,6
"Roosevelt National Forest, CO._-105.3253_40.3653",2015,192,16,45,3,6
"Roosevelt National Forest, CO._-105.3253_40.3653",2016,200,11,50,2,6
"Roosevelt National Forest, CO._-105.3253_40.3653",2017,194,13,34,0,6
"Roosevelt National Forest, CO._-105.3253_40.3653",2018,192,16,116,0,2
"Rowe Sanctuary, NE._-98.88_40.62",1979,188,16,149,2,3
"Rowe Sanctuary, NE._-98.88_40.62",1981,185,11,56,0,3
"Rowe Sanctuary, NE._-98.88_40.62",1983,183,14,59,2,3
"Rowe Sanctuary, NE._-98.88_40.62",1986,186,24,235,8,6
"Rowe Sanctuary, NE._-98.88_40.62",1987,185,19,431,18,5
"Rowe Sanctuary, NE._-98.88_40.62",1988,185,23,339,6,5
"Rowe Sanctuary, NE._-98.88_40.62",1989,182,24,361,18,5
"Rowe Sanctuary, NE._-98.88_40.62",1990,188,27,528,14,5
"Rowe Sanctuary, NE._-98.88_40.62",1991,180,30,623,12,4.5
"Rowe Sanctuary, NE._-98.88_40.62",1992,186,22,280,1,5
"Rowe Sanctuary, NE._-98.88_40.62",1993,184,25,626,1,5
"Rowe Sanctuary, NE._-98.88_40.62",1994,176,34,1490,10,5
"Rowe Sanctuary, NE._-98.88_40.62",1995,187,18,227,2,4
"Rowe Sanctuary, NE._-98.88_40.62",1996,208,13,180,8,5
"Rowe Sanctuary, NE._-98.88_40.62",1997,184,14,162,11,5
"Rowe Sanctuary, NE._-98.88_40.62",1999,192,15,111,4,5
"Rowe Sanctuary, NE._-98.88_40.62",2000,183,15,183,4,10
"Rowe Sanctuary, NE._-98.88_40.62",2001,178,24,1291,5,10
"Rowe Sanctuary, NE._-98.88_40.62",2003,192,26,839,6,5
"Rowe Sanctuary, NE._-98.88_40.62",2004,208,18,130,2,4
"Rowe Sanctuary, NE._-98.88_40.62",2005,182,21,142,4,12
"Roxborough Park, CO._-105.07_39.43",1988,181,31,794,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2001,182,31,204,0,16
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2002,181,24,66,0,13
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2003,194,29,188,0,13
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2004,179,23,72,0,5
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2005,191,19,101,0,7
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2007,97,17,76,0,7
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2008,145,17,73,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2009,136,21,57,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2010,142,25,110,0,10
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2011,79,36,441,0,9
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2012,105,16,226,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2013,76,28,213,0,5
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2014,103,22,77,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2015,87,26,277,1,9
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2016,94,28,146,2,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2017,99,21,132,0,6
"Roy Larsen Sandylands Sanctuary, TX._-94.2954_30.354",2018,119,19,142,3,6
"Ruby Creek Valley, MT._-112.07_45.08",2004,187,21,154,0,4.77
"Sabine National Forest, TX._-93.8167_31.2833",2002,180,25,83,0,6.5
"Sabine National Forest, TX._-93.8167_31.2833",2003,181,31,141,0,7.25
"Sabine National Forest, TX._-93.8167_31.2833",2004,189,40,338,0,9.5
"Sabine National Forest, TX._-93.8167_31.2833",2005,93,40,648,27,13
"Sabine National Forest, TX._-93.8167_31.2833",2006,91,40,476,25,8
"Sabine National Forest, TX._-93.8167_31.2833",2007,105,41,390,17,8
"Sabine National Forest, TX._-93.8167_31.2833",2008,89,43,777,84,18
"Sabino Canyon, AZ._-110.7774_32.3656",1991,208,8,66,0,4
"Sabino Canyon, AZ._-110.7774_32.3656",1992,208,24,190,0,4.5
"Sabino Canyon, AZ._-110.7774_32.3656",1993,211,36,333,1,5
"Sabino Canyon, AZ._-110.7774_32.3656",1994,203,46,781,0,24
"Sabino Canyon, AZ._-110.7774_32.3656",1995,210,23,1053,0,18
"Sabino Canyon, AZ._-110.7774_32.3656",1996,209,16,118,0,16
"Sabino Canyon, AZ._-110.7774_32.3656",1997,207,16,115,0,19
"Sabino Canyon, AZ._-110.7774_32.3656",1998,213,22,221,0,7.5
"Sabino Canyon, AZ._-110.7774_32.3656",2000,208,36,978,0,21.5
"Sabino Canyon, AZ._-110.7774_32.3656",2001,199,42,379,0,23
"Sabino Canyon, AZ._-110.7774_32.3656",2002,212,19,72,0,15
"Sabino Canyon, AZ._-110.7774_32.3656",2008,201,32,216,1,14
"Sabino Canyon, AZ._-110.7774_32.3656",2009,199,50,519,0,18
"Sabino Canyon, AZ._-110.7774_32.3656",2010,198,60,1806,0,32
"Sabino Canyon, AZ._-110.7774_32.3656",2011,92,49,584,0,38
"Sabino Canyon, AZ._-110.7774_32.3656",2011,197,40,795,0,26.5
"Sabino Canyon, AZ._-110.7774_32.3656",2012,85,63,1079,0,46.5
"Sabino Canyon, AZ._-110.7774_32.3656",2012,203,41,216,0,18
"Sabino Canyon, AZ._-110.7774_32.3656",2013,97,61,1264,0,45.5
"Sabino Canyon, AZ._-110.7774_32.3656",2013,201,39,434,0,31.5
"Sabino Canyon, AZ._-110.7774_32.3656",2014,96,58,2437,2,50
"Sabino Canyon, AZ._-110.7774_32.3656",2014,200,37,358,0,33.5
"Sabino Canyon, AZ._-110.7774_32.3656",2015,88,67,3346,0,64.5
"Sabino Canyon, AZ._-110.7774_32.3656",2015,199,42,262,0,29.5
"Sabino Canyon, AZ._-110.7774_32.3656",2016,94,61,1648,0,56.5
"Sabino Canyon, AZ._-110.7774_32.3656",2016,198,56,849,0,45.5
"Sabino Canyon, AZ._-110.7774_32.3656",2017,85,63,2183,3,58
"Sabino Canyon, AZ._-110.7774_32.3656",2017,196,42,686,0,38.5
"Sabino Canyon, AZ._-110.7774_32.3656",2018,93,54,849,0,51.5
"Sabino Canyon, AZ._-110.7774_32.3656",2018,212,64,1097,6,33.5
"Saline River Watershed, MI._-83.73_42.1",1996,186,38,498,16,9.5
"Saline River Watershed, MI._-83.73_42.1",1997,203,37,779,20,16
"Saline River Watershed, MI._-83.73_42.1",1998,192,42,894,10,12
"Saline River Watershed, MI._-83.73_42.1",1999,191,42,988,30,12
"Saline River Watershed, MI._-83.73_42.1",2000,191,42,815,5,11
"Saline River Watershed, MI._-83.73_42.1",2001,189,43,1063,60,13
"Saline River Watershed, MI._-83.73_42.1",2002,190,35,429,4,11.25
"Saline River Watershed, MI._-83.73_42.1",2003,189,35,533,12,8.5
"Salisbury, CT._-73.4_42",1994,190,38,472,6,18
"Salisbury, CT._-73.4_42",1996,196,37,359,18,7.5
"Salisbury, CT._-73.4_42",1997,194,47,914,70,28
"Salisbury, CT._-73.4_42",1998,192,47,681,13,29
"Salisbury, CT._-73.4_42",1999,191,53,1572,43,46
"Salisbury, CT._-73.4_42",2001,194,49,1205,4,36.75
"Salisbury, CT._-73.4_42",2002,191,49,1397,6,38
"Salisbury, CT._-73.4_42",2003,193,55,2135,12,50.5
"Salisbury, CT._-73.4_42",2004,192,60,2353,15,125
"Salisbury, CT._-73.4_42",2005,193,61,2119,21,63
"Salisbury, CT._-73.4_42",2007,195,55,1612,103,29
"Salmon, ID._-113.88_45.18",2005,204,28,115,2,5.5
"Salmon, ID._-113.88_45.18",2006,203,24,296,1,5.5
San Antonio-Northwest_-98.6104_29.5982,2012,298,30,146,4,7
San Antonio-Northwest_-98.6104_29.5982,2013,169,33,137,1,8
San Antonio-Northwest_-98.6104_29.5982,2013,301,34,254,5,8.5
San Antonio-Northwest_-98.6104_29.5982,2014,170,23,179,0,12.5
San Antonio-Northwest_-98.6104_29.5982,2014,301,34,319,24,10.5
San Antonio-Northwest_-98.6104_29.5982,2015,169,39,252,0,7.5
San Antonio-Northwest_-98.6104_29.5982,2015,302,21,70,7,8
San Antonio-Northwest_-98.6104_29.5982,2016,158,46,382,0,11.5
San Antonio-Northwest_-98.6104_29.5982,2017,166,32,137,0,9.5
San Antonio-Northwest_-98.6104_29.5982,2017,297,30,211,0,6
San Antonio-Northwest_-98.6104_29.5982,2018,155,32,212,0,14
San Antonio-Northwest_-98.6104_29.5982,2018,295,21,361,106,13
"San Antonio, TX._-98.4686_29.41",2001,156,37,282,0,5
"San Antonio, TX._-98.4686_29.41",2006,239,47,3323,0,6
"San Antonio, TX._-98.4686_29.41",2012,160,45,335,0,6.5
"San Antonio, TX._-98.4686_29.41",2012,289,26,367,16,6
"San Antonio, TX._-98.4686_29.41",2013,168,40,440,0,7
"San Antonio, TX._-98.4686_29.41",2013,296,44,1438,51,6.5
"San Antonio, TX._-98.4686_29.41",2014,167,33,204,0,10
"San Antonio, TX._-98.4686_29.41",2014,296,43,377,45,6.5
"San Antonio, TX._-98.4686_29.41",2015,300,44,551,187,11.5
"San Antonio, TX._-98.4686_29.41",2017,297,51,796,60,11
"San Antonio, TX._-98.4686_29.41",2018,299,55,1522,86,11.5
"San Antonio, TX._-98.4686_29.4133",2015,166,49,439,4,11
"San Antonio, TX._-98.4686_29.4133",2016,172,42,280,3,8
"San Antonio, TX._-98.4686_29.4133",2017,164,52,388,1,16
"San Antonio, TX._-98.4686_29.4133",2018,158,41,440,0,17
"San Bruno Mountain, CA._-122.4363_37.6875",1997,173,24,325,0,18
"San Bruno Mountain, CA._-122.4363_37.6875",1998,192,23,451,2,12
"San Bruno Mountain, CA._-122.4363_37.6875",1999,157,17,155,0,10
"San Bruno Mountain, CA._-122.4363_37.6875",2000,170,22,190,0,7
"San Bruno Mountain, CA._-122.4363_37.6875",2001,175,20,195,0,6
"San Bruno Mountain, CA._-122.4363_37.6875",2006,169,11,133,0,4
"San Bruno Mountain, CA._-122.4363_37.6875",2007,185,25,323,0,10
"San Bruno Mountain, CA._-122.4363_37.6875",2008,166,28,378,0,13.5
"San Bruno Mountain, CA._-122.4363_37.6875",2009,164,26,232,0,11.5
"San Bruno Mountain, CA._-122.4363_37.6875",2010,152,26,157,0,7
"San Bruno Mountain, CA._-122.4363_37.6875",2011,177,27,172,0,6.5
"San Bruno Mountain, CA._-122.4363_37.6875",2012,197,27,206,0,7.5
"San Bruno Mountain, CA._-122.4363_37.6875",2013,194,26,204,0,9
"San Bruno Mountain, CA._-122.4363_37.6875",2014,199,20,86,0,6
"San Bruno Mountain, CA._-122.4363_37.6875",2015,186,22,96,0,5.5
"San Francisco, CA._-122.4385_37.7643",1999,184,11,69,0,6
"San Francisco, CA._-122.4385_37.7643",2000,183,7,52,0,5
"San Francisco, CA._-122.4385_37.7643",2001,188,12,139,0,5
"San Francisco, CA._-122.4385_37.7643",2007,157,20,303,0,29.5
"San Francisco, CA._-122.4385_37.7643",2008,171,24,645,0,37
"San Francisco, CA._-122.4385_37.7643",2009,175,25,530,1,25
"San Francisco, CA._-122.4385_37.7643",2010,158,27,775,0,52.5
"San Francisco, CA._-122.4385_37.7643",2011,184,30,967,3,38.5
"San Francisco, CA._-122.4385_37.7643",2012,206,31,964,0,29.5
"San Francisco, CA._-122.4385_37.7643",2013,159,26,766,0,31.5
"San Francisco, CA._-122.4385_37.7643",2014,166,29,777,0,27
