"strat_name","r_year","sc_gy_bbs"
"US-DE-30",2011,-0.024319071475603
"US-DE-30",2012,0.454233918150877
"US-DE-30",2013,1.18741704131253
"US-DE-30",2014,0.0705788152157613
"US-DE-30",2015,0.313917499465887
"US-DE-30",2016,0.762542723796778
"US-DE-30",2017,1.55567140662279
"US-DE-30",2018,1.39014631235035
"US-DE-30",2019,1.51832157199268
"US-FL-27",1970,-1.5351818578433
"US-FL-27",1971,-1.2449702286056
"US-FL-27",1972,-1.01030557728875
"US-FL-27",1973,-1.1809097186187
"US-FL-27",1974,-1.20676145719634
"US-FL-27",1975,-0.954759223017129
"US-FL-27",1976,-1.31694396725653
"US-FL-27",1977,-1.49659458342711
"US-FL-27",1978,-1.52655569134011
"US-FL-27",1979,-1.66043818215841
"US-FL-27",1980,-1.64483674632812
"US-FL-27",1981,-1.61102627091996
"US-FL-27",1982,-1.27501906664973
"US-FL-27",1983,-0.882462238764737
"US-FL-27",1984,-0.879361165723863
"US-FL-27",1985,-0.979590223563108
"US-FL-27",1986,-0.879261523762123
"US-FL-27",1987,-1.0846383557563
"US-FL-27",1988,-0.671882659240351
"US-FL-27",1989,-0.709265911754559
"US-FL-27",1990,-0.71430417342628
"US-FL-27",1991,-0.713491790224635
"US-FL-27",1992,-0.73573165448764
"US-FL-27",1993,-0.39177180666126
"US-FL-27",1994,-0.416803571483915
"US-FL-27",1995,-0.170518292092809
"US-FL-27",1996,-0.0700848205221732
"US-FL-27",1997,0.0185785554746528
"US-FL-27",1998,0.263253093409377
"US-FL-27",1999,0.496323556665213
"US-FL-27",2000,-0.162442867756087
"US-FL-27",2001,0.576872227537327
"US-FL-27",2002,0.673824694786233
"US-FL-27",2003,0.967286580732343
"US-FL-27",2004,1.43055898506112
"US-FL-27",2005,1.53015188162029
"US-FL-27",2006,1.48126206504489
"US-FL-27",2007,1.51212324462725
"US-FL-27",2008,1.29489423752873
"US-FL-27",2009,0.755450785463454
"US-FL-27",2010,1.3519026196046
"US-FL-27",2011,0.633047526204449
"US-FL-27",2012,0.400753265380703
"US-FL-27",2013,0.172976382408615
"US-FL-27",2014,0.602446330234553
"US-FL-27",2015,0.849420799318532
"US-FL-27",2016,0.922840143878487
"US-FL-27",2017,1.27767158319528
"US-FL-27",2018,0.883437612787035
"US-FL-27",2019,0.59044520321541
"US-FL-31",1970,0.31641525500146
"US-FL-31",1971,0.595128972710231
"US-FL-31",1972,0.571496433754055
"US-FL-31",1973,1.42926974049174
"US-FL-31",1974,1.6706135816024
"US-FL-31",1975,-0.396240564148832
"US-FL-31",1976,-0.310949603040972
"US-FL-31",1977,-0.858849337205685
"US-FL-31",1978,-0.840057077431291
"US-FL-31",1979,-0.81485121659705
"US-FL-31",1980,-0.856081354232346
"US-FL-31",1981,-1.11782774924506
"US-FL-31",1982,-0.468556736217084
"US-FL-31",1983,-0.033149823806887
"US-FL-31",1984,0.323723677282914
"US-FL-31",1985,0.996925494017167
"US-FL-31",1986,0.787982252018657
"US-FL-31",1987,1.02324284187072
"US-FL-31",1988,0.741149038463341
"US-FL-31",1989,0.533312002504811
"US-FL-31",1990,1.03939850123835
"US-FL-31",1991,0.877614264447759
"US-FL-31",1992,0.512749115049364
"US-FL-31",1993,1.04428307807314
"US-FL-31",1994,1.11533230058436
"US-FL-31",1995,1.32167240276325
"US-FL-31",1996,0.501634358135644
"US-FL-31",1997,0.978176992469906
"US-FL-31",1998,0.575958089912852
"US-FL-31",1999,0.999812690109296
"US-FL-31",2000,0.483249839593068
"US-FL-31",2001,1.35639403814418
"US-FL-31",2002,0.589072649591418
"US-FL-31",2003,0.647398288299636
"US-FL-31",2004,1.37836501054309
"US-FL-31",2005,1.06589098988561
"US-FL-31",2006,1.45652978361348
"US-FL-31",2007,0.874855651301902
"US-FL-31",2008,0.899423673402283
"US-FL-31",2009,0.466459950250695
"US-FL-31",2010,-0.568743058256602
"US-FL-31",2011,-0.288904071197362
"US-FL-31",2012,-0.960217045069644
"US-FL-31",2013,-1.14781548562139
"US-FL-31",2014,-1.12937514189481
"US-FL-31",2015,-1.4023557604702
"US-FL-31",2016,-0.873372273117684
"US-FL-31",2017,-1.67568548468459
"US-FL-31",2018,-1.42950913751904
"US-FL-31",2019,-1.49573626489479
"US-GA-27",1970,-2.45223592336736
"US-GA-27",1971,-1.42721327305174
"US-GA-27",1972,-0.823399101218522
"US-GA-27",1973,-0.474379037488777
"US-GA-27",1974,-0.709117077009551
"US-GA-27",1975,-0.416643661847679
"US-GA-27",1976,-0.855038501064094
"US-GA-27",1977,-1.89419389932802
"US-GA-27",1978,-2.00267604764567
"US-GA-27",1979,-1.32087889586117
"US-GA-27",1980,-1.43486276863418
"US-GA-27",1981,-1.58390781248218
"US-GA-27",1982,-0.876650065325259
"US-GA-27",1983,-0.157385778869027
"US-GA-27",1984,-0.366098992999503
"US-GA-27",1985,-0.456344560016933
"US-GA-27",1986,-0.254334048419379
"US-GA-27",1987,0.267264912125331
"US-GA-27",1988,-0.149229525087901
"US-GA-27",1989,-0.528283207918189
"US-GA-27",1990,0.28298174512921
"US-GA-27",1991,-0.321828088339334
"US-GA-27",1992,-0.655952702504158
"US-GA-27",1993,-0.862896889813669
"US-GA-27",1994,-0.605339387624241
"US-GA-27",1995,-0.361083492212357
"US-GA-27",1996,-0.894647174791661
"US-GA-27",1997,-0.949351889963635
"US-GA-27",1998,-0.243977558218757
"US-GA-27",1999,-0.25469609024169
"US-GA-27",2000,-0.793614309829337
"US-GA-27",2001,-0.588561859201215
"US-GA-27",2002,-0.170854004189994
"US-GA-27",2003,-0.132437632040361
"US-GA-27",2004,0.634842354521713
"US-GA-27",2005,0.440058581168587
"US-GA-27",2006,1.15365420047841
"US-GA-27",2007,0.214920684413479
"US-GA-27",2008,0.391263947642445
"US-GA-27",2009,0.930349041095279
"US-GA-27",2010,1.03646167688346
"US-GA-27",2011,0.384762667339792
"US-GA-27",2012,-0.129801237220473
"US-GA-27",2013,1.05260969506379
"US-GA-27",2014,1.91291272316954
"US-GA-27",2015,1.15267329200071
"US-GA-27",2016,0.944754881203365
"US-GA-27",2017,1.10509852814255
"US-GA-27",2018,0.764492961727937
"US-GA-27",2019,1.66224918615725
"US-GA-28",1970,-0.988851921695322
"US-GA-28",1971,-0.846990446696742
"US-GA-28",1972,-0.697943528676179
"US-GA-28",1973,-0.692890102882669
"US-GA-28",1974,-0.49424095128923
"US-GA-28",1975,-0.682560613572933
"US-GA-28",1976,-0.733183092078213
"US-GA-28",1977,-1.20648011091239
"US-GA-28",1978,-1.26096334655382
"US-GA-28",1979,-1.25010253127321
"US-GA-28",1980,-1.21430527745779
"US-GA-28",1981,-1.23762036989942
"US-GA-28",1982,-1.13952259478041
"US-GA-28",1983,-0.951797626976033
"US-GA-28",1984,-0.917345117370885
"US-GA-28",1985,-0.825334677362793
"US-GA-28",1986,-0.788611862519309
"US-GA-28",1987,-0.751499399024191
"US-GA-28",1988,-0.8458331588823
"US-GA-28",1989,-0.868531881028832
"US-GA-28",1990,-0.550989083067695
"US-GA-28",1991,-0.440510013013052
"US-GA-28",1992,-0.491272593646185
"US-GA-28",1993,-0.681087137185447
"US-GA-28",1994,-0.846915700848172
"US-GA-28",1995,-0.518380490773103
"US-GA-28",1996,-0.714201292019657
"US-GA-28",1997,-0.51361312786346
"US-GA-28",1998,-0.750627962261781
"US-GA-28",1999,-0.713720567994382
"US-GA-28",2000,-0.629255714687271
"US-GA-28",2001,-0.504121103401239
"US-GA-28",2002,-0.113258144242182
"US-GA-28",2003,-0.308286041684753
"US-GA-28",2004,0.119821995088191
"US-GA-28",2005,0.304913347581921
"US-GA-28",2006,0.671906232131364
"US-GA-28",2007,0.388063239988579
"US-GA-28",2008,0.422678945086437
"US-GA-28",2009,0.672033820170352
"US-GA-28",2010,0.548490203909106
"US-GA-28",2011,0.172582649955731
"US-GA-28",2012,0.423807896698083
"US-GA-28",2013,0.871077980253505
"US-GA-28",2014,0.632837027473034
"US-GA-28",2015,1.42698839781193
"US-GA-28",2016,1.58816088663686
"US-GA-28",2017,1.4661574122124
"US-GA-28",2018,2.1258306359937
"US-GA-28",2019,2.20376500075757
"US-GA-29",1970,-1.3319479159694
"US-GA-29",1971,-1.06543866434072
"US-GA-29",1972,-0.981439971955783
"US-GA-29",1973,-0.885129322902439
"US-GA-29",1974,-0.999031904592149
"US-GA-29",1975,-1.13227584562517
"US-GA-29",1976,-1.24424500270129
"US-GA-29",1977,-1.71073083582042
"US-GA-29",1978,-1.69201400316651
"US-GA-29",1979,-1.83496628416006
"US-GA-29",1980,-1.58658541194388
"US-GA-29",1981,-1.7297635585463
"US-GA-29",1982,-1.59220784772022
"US-GA-29",1983,-0.996097183364469
"US-GA-29",1984,-0.92891671024383
"US-GA-29",1985,-0.62053899528154
"US-GA-29",1986,-0.410270395294148
"US-GA-29",1987,-0.219654337776842
"US-GA-29",1988,-0.459245816379343
"US-GA-29",1989,-0.338693682648447
"US-GA-29",1990,-0.193381334298376
"US-GA-29",1991,-0.160032091913113
"US-GA-29",1992,0.0428414969385962
"US-GA-29",1993,-0.456230204084707
"US-GA-29",1994,-0.36765179428544
"US-GA-29",1995,-0.123516975847955
"US-GA-29",1996,-0.385801234401769
"US-GA-29",1997,-0.311312424435976
"US-GA-29",1998,-0.303766053575299
"US-GA-29",1999,-0.365716087898625
"US-GA-29",2000,-0.351795422801731
"US-GA-29",2001,-0.175530751321142
"US-GA-29",2002,0.00246647309035942
"US-GA-29",2003,-0.316860535546626
"US-GA-29",2004,0.163331348345639
"US-GA-29",2005,0.576857262735831
"US-GA-29",2006,0.807814033985059
"US-GA-29",2007,0.645994257120719
"US-GA-29",2008,0.224584753206318
"US-GA-29",2009,0.517694144943088
"US-GA-29",2010,0.650735969403342
"US-GA-29",2011,0.382783968953029
"US-GA-29",2012,0.690903564622501
"US-GA-29",2013,1.46051478275079
"US-GA-29",2014,1.11545889160733
"US-GA-29",2015,0.977388585765692
"US-GA-29",2016,0.906504941251501
"US-GA-29",2017,0.963942879329436
"US-GA-29",2018,1.68466022140073
"US-GA-29",2019,2.05286153768317
"US-IA-22",1970,0.336700627025474
"US-IA-22",1971,0.475338500994757
"US-IA-22",1972,0.169320214094661
"US-IA-22",1973,0.0593794634142749
"US-IA-22",1974,0.0430281720942928
"US-IA-22",1975,-0.195904062200808
"US-IA-22",1976,-0.265171969983449
"US-IA-22",1977,-0.715380957988612
"US-IA-22",1978,-0.729618200491344
