"strat_name","r_year","sc_trend_cbc"
"US-FL-27",1985,-0.805469084310608
"US-FL-27",1986,-0.675981483543193
"US-FL-27",1987,-0.612778979705872
"US-FL-27",1988,-0.46755348307334
"US-FL-27",1989,-0.513388562356068
"US-FL-27",1990,-0.290121521950602
"US-FL-27",1991,-0.135025151525825
"US-FL-27",1992,-0.324405088337539
"US-FL-27",1993,-0.0340708997259157
"US-FL-27",1994,-0.10472903178821
"US-FL-27",1995,-0.00728015378531382
"US-FL-27",1996,0.0836900065890153
"US-FL-27",1997,0.196734228764937
"US-FL-27",1998,0.124834624883588
"US-FL-27",1999,0.390447870605015
"US-FL-27",2000,0.426862395037215
"US-FL-27",2001,0.329355075416785
"US-FL-27",2002,0.526477306225282
"US-FL-27",2003,0.787515187617241
"US-FL-27",2004,0.630312129313528
"US-FL-27",2005,0.80381684655739
"US-FL-27",2006,0.763612524443936
"US-FL-27",2007,1.0393211216173
"US-FL-27",2008,0.900964893294772
"US-FL-27",2009,1.1515499438618
"US-FL-27",2010,1.14656594120956
"US-FL-27",2011,0.922456286206594
"US-FL-27",2012,1.20138179327266
"US-FL-27",2013,1.27229311995652
"US-FL-27",2014,1.37007216097246
"US-FL-27",2015,1.39122822990738
"US-FL-27",2016,1.49654953076857
"US-FL-27",2017,1.66448715813882
"US-FL-27",2018,1.41643730105755
"US-FL-27",2019,1.69954180904254
"US-FL-31",1970,-1.38727823691457
"US-FL-31",1971,-0.658214960958101
"US-FL-31",1972,0.451468811464211
"US-FL-31",1973,-1.32450222492249
"US-FL-31",1974,-0.0992035374536673
"US-FL-31",1975,0.309865057580136
"US-FL-31",1976,-1.41050846569455
"US-FL-31",1977,-1.42764078391426
"US-FL-31",1978,-0.611402394981677
"US-FL-31",1979,0.0437613252926076
"US-FL-31",1980,0.436577995856969
"US-FL-31",1981,-0.43209309042884
"US-FL-31",1982,-0.597055594194981
"US-FL-31",1983,2.53016033612798
"US-FL-31",1984,-0.935999399807471
"US-FL-31",1985,-0.324967301970571
"US-FL-31",1986,0.604722618877769
"US-FL-31",1987,0.361194404078339
"US-FL-31",1988,-0.332509065189342
"US-FL-31",1989,-1.25406226706399
"US-FL-31",1990,1.21947699984551
"US-FL-31",1991,1.92849735565901
"US-FL-31",1992,-0.194750708763834
"US-FL-31",1993,0.288296140893443
"US-FL-31",1994,0.308481868657314
"US-FL-31",1995,1.2615373565591
"US-FL-31",1996,-0.41918645799825
"US-FL-31",1997,0.0257473968362752
"US-FL-31",1998,-0.656217779708026
"US-FL-31",1999,-0.231227461262305
"US-FL-31",2000,-1.07441145782603
"US-FL-31",2001,-1.6915317888697
"US-FL-31",2002,0.276218968853379
"US-FL-31",2003,0.527504480834179
"US-FL-31",2004,-0.627429274019525
"US-FL-31",2005,0.382440959454588
"US-FL-31",2006,-1.09746959544673
"US-FL-31",2007,1.75367206375754
"US-FL-31",2008,-0.706142737395356
"US-FL-31",2009,1.491781282783
"US-FL-31",2010,-1.87313785451124
"US-FL-31",2011,0.503059437417332
"US-FL-31",2012,0.917810750763413
"US-FL-31",2013,1.54630573903465
"US-FL-31",2014,0.885514083237265
"US-FL-31",2015,1.44823331323039
"US-FL-31",2016,-0.550793027000644
"US-FL-31",2017,0.298592660195588
"US-FL-31",2018,-0.0248193354240523
"US-FL-31",2019,0.141633394430139
"US-GA-27",1970,-1.31752508412189
"US-GA-27",1971,-1.42342153520627
"US-GA-27",1972,-1.31037885994963
"US-GA-27",1973,-1.35076658160457
"US-GA-27",1974,-1.36559542986671
"US-GA-27",1975,-1.23539646110003
"US-GA-27",1976,-1.27850035958888
"US-GA-27",1977,-1.24269075948153
"US-GA-27",1978,-1.1166896303701
"US-GA-27",1979,-1.14979624923432
"US-GA-27",1980,-0.980363531564253
"US-GA-27",1981,-0.958897096234411
"US-GA-27",1982,-0.820901969224586
"US-GA-27",1983,-0.743176013766851
"US-GA-27",1984,-0.901855571281239
"US-GA-27",1985,-0.611756426097391
"US-GA-27",1986,-0.470057783803792
"US-GA-27",1987,-0.516831519520993
"US-GA-27",1988,-0.345061246856797
"US-GA-27",1989,-0.773895355016876
"US-GA-27",1990,-0.376917111382861
"US-GA-27",1991,-0.139011588876384
"US-GA-27",1992,-0.357242092676489
"US-GA-27",1993,-0.267165855106145
"US-GA-27",1994,-0.0983513934755759
"US-GA-27",1995,-0.0614108146938671
"US-GA-27",1996,-0.0462085661881005
"US-GA-27",1997,0.206676794974874
"US-GA-27",1998,0.130492308603312
"US-GA-27",1999,0.171241988928879
"US-GA-27",2000,0.319147971034213
"US-GA-27",2001,0.233111381985729
"US-GA-27",2002,0.498992806590647
"US-GA-27",2003,0.668449035799241
"US-GA-27",2004,0.652070168919198
"US-GA-27",2005,0.830837091365247
"US-GA-27",2006,0.697959810493531
"US-GA-27",2007,1.1059970052319
"US-GA-27",2008,0.615082326274514
"US-GA-27",2009,1.05002375542669
"US-GA-27",2010,0.811644794933394
"US-GA-27",2011,1.0643372885269
"US-GA-27",2012,0.882249811351297
"US-GA-27",2013,1.19746913624099
"US-GA-27",2014,1.25594011392671
"US-GA-27",2015,1.57082691475707
"US-GA-27",2016,1.70554401218107
